"GeoFIPS","GeoName","Region","ComponentId","ComponentName","IndustryId","IndustryClassification","Description","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
"38000","North Dakota","4","200","Gross domestic product (GDP) by state","86","11, 21","Natural resources and mining",1392,1699,1151,1333,1278,1519,2254,2071,2149,2528,3597,5175,4421,5741,7532,11411,10722,11689
"38000","North Dakota","4","200","Gross domestic product (GDP) by state","87","42, 44-45","Trade",2651,2784,2802,2898,2928,3025,3287,3504,3748,3897,4004,4324,4490,4931,5699,6800,7179,7716
"38000","North Dakota","4","200","Gross domestic product (GDP) by state","88","...","Transportation and utilities",1207,1260,1283,1334,1365,1361,1465,1596,1715,2033,2018,2265,2216,2479,2938,3831,4320,4847
"38000","North Dakota","4","200","Gross domestic product (GDP) by state","89","...","Private goods-producing industries",3340,3816,3454,3563,3874,4159,5221,5281,5750,6367,7565,9561,8560,9945,12323,17231,17140,18590
"38000","North Dakota","4","200","Gross domestic product (GDP) by state","90","...","Private services-providing industries",9896,10423,10914,11584,12117,12854,13505,14364,15207,16193,17076,18390,18936,20441,23089,26893,28749,31217
"39000","Ohio","3","200","Gross domestic product (GDP) by state","1","...","All industry total",342183,360273,374613,391503,396626,411997,426295,450842,468197,482227,494307,493679,477591,494395,520398,542097,562845,583261
"39000","Ohio","3","200","Gross domestic product (GDP) by state","2","..."," Private industries",303306,320071,332843,346927,350064,363754,376018,398165,413954,426401,436358,433616,416452,430499,456407,477040,497611,517555
"39000","Ohio","3","200","Gross domestic product (GDP) by state","3","11","  Agriculture, forestry, fishing, and hunting",2770,2260,1601,2018,1903,1750,2027,2806,2271,2444,2692,3035,3524,3478,5021,4013,4909,4262
"39000","Ohio","3","200","Gross domestic product (GDP) by state","4","111-112","   Farms",2538,2021,1360,1771,1662,1518,1780,2542,2004,2130,2392,2748,3144,3179,4700,3639,4543,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","5","113-115","   Forestry, fishing, and related activities",232,240,241,248,241,232,247,264,268,314,300,287,380,300,321,375,366,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","6","21","  Mining",1173,1270,1249,1516,1425,1561,1671,1947,2355,2705,2996,3483,3099,3058,3518,3145,3682,5171
"39000","Ohio","3","200","Gross domestic product (GDP) by state","7","211","   Oil and gas extraction",336,296,318,443,531,746,797,932,1179,1261,1329,1525,1082,937,1047,902,1305,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","8","212","   Mining, except oil and gas",744,890,855,994,784,697,738,806,895,959,1004,1196,1396,1524,1786,1407,1307,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","9","213","   Support activities for mining",93,84,76,79,109,118,135,209,281,485,662,761,621,597,685,836,1071,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","10","22","  Utilities",7731,7161,7807,7395,7415,6938,6827,6960,6825,7736,8790,8883,9417,9866,9877,12758,13288,13436
"39000","Ohio","3","200","Gross domestic product (GDP) by state","11","23","  Construction",13174,14368,15557,16481,16481,16370,16930,18259,18916,18744,18541,16931,15739,14837,15726,17052,18052,19007
"39000","Ohio","3","200","Gross domestic product (GDP) by state","12","31-33","  Manufacturing",84480,88952,88330,88964,82174,83940,84375,89501,91489,93068,93149,86400,75925,81992,92624,94325,95503,98693
"39000","Ohio","3","200","Gross domestic product (GDP) by state","13","...","   Durable goods manufacturing",57828,61555,59909,61400,53794,54266,54590,59088,61359,60925,60318,55399,37942,43327,49049,51624,52511,54992
"39000","Ohio","3","200","Gross domestic product (GDP) by state","14","321","    Wood products manufacturing",923,1007,1018,1052,968,1039,825,1152,1098,980,932,819,680,737,747,669,661,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","15","327","    Nonmetallic mineral products manufacturing",3559,3329,3319,3320,2939,3123,3015,2859,2751,2675,2724,2592,2286,2360,2525,2736,2771,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","16","331","    Primary metals manufacturing",8294,8063,6700,6544,5013,4590,4054,5896,7054,6840,7306,7515,2894,4579,5704,5329,5655,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","17","332","    Fabricated metal products",9609,9904,10230,10460,9097,8975,9577,9917,10348,10836,11064,11855,8772,9665,10573,10736,10682,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","18","333","    Machinery manufacturing",6876,7736,6966,6755,6308,5765,5901,6231,7003,6810,7192,6979,5707,6015,6965,7057,7825,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","19","334","    Computer and electronic products manufacturing",2948,3786,3171,3538,2720,2077,2161,2541,3126,2936,2941,3032,1908,2183,1970,2380,2471,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","20","335","    Electrical equipment, appliance, and components manufacturing",4362,3461,4227,4390,4016,3913,4833,4101,4223,4152,3994,4466,3914,3667,3533,3754,3497,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","21","3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing",15220,18009,17598,18092,15585,17565,17196,19114,17940,17625,15264,10199,4085,7118,9720,11915,11744,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","22","3364-3366, 3369","    Other transportation equipment manufacturing",2605,2860,3283,3809,3886,3651,3686,3882,4323,4559,5475,4852,4795,4271,4580,4244,4467,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","23","337","    Furniture and related products manufacturing",1276,1365,1437,1491,1421,1529,1493,1456,1610,1524,1522,1150,929,799,886,854,831,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","24","339","    Miscellaneous manufacturing",2158,2033,1958,1948,1842,2039,1850,1940,1884,1989,1904,1939,1972,1933,1847,1950,1908,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","25","...","   Nondurable goods manufacturing",26652,27397,28421,27564,28380,29674,29785,30413,30130,32143,32831,31001,37983,38665,43575,42701,42991,43702
"39000","Ohio","3","200","Gross domestic product (GDP) by state","26","311-312","    Food and beverage and tobacco products manufacturing",6554,6317,6965,6550,7757,8126,7678,7881,7337,8193,8445,8247,10086,9641,9161,10030,10947,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","27","313-314","    Textile mills and textile product mills",368,404,495,488,468,426,327,359,335,331,390,348,287,353,338,323,369,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","28","315-316","    Apparel and leather and allied products manufacturing",239,185,132,149,183,180,197,186,193,166,198,195,168,140,129,117,120,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","29","322","    Paper products manufacturing",2694,2555,2847,2726,2518,2638,2298,2364,2292,2584,2522,2138,2207,2096,2126,1843,1776,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","30","323","    Printing and related support activities",2010,2017,2267,2294,2209,2372,2475,2512,2610,2658,2552,2217,2054,1852,1932,1762,1730,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","31","324","    Petroleum and coal products manufacturing",1154,1724,1176,2060,2315,1630,2064,2491,3783,4179,3237,2455,6021,7006,10647,8848,10472,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","32","325","    Chemical products manufacturing",7918,8171,8193,7298,7727,8679,9189,9170,8176,8831,10292,11147,12380,12819,14086,14041,11825,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","33","326","    Plastics and rubber products manufacturing",5714,6024,6346,5999,5203,5622,5558,5450,5404,5201,5196,4254,4780,4758,5156,5737,5754,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","34","42","  Wholesale trade",21229,22045,22499,23052,22821,22670,23576,25567,27605,29827,30887,31764,29470,31041,32108,33959,35253,36913
"39000","Ohio","3","200","Gross domestic product (GDP) by state","35","44-45","  Retail trade",24809,26998,27598,28812,29205,29846,31438,31776,32664,31886,31653,30600,30229,30655,31714,32726,33704,34879
"39000","Ohio","3","200","Gross domestic product (GDP) by state","36","48-49","  Transportation and warehousing",9172,10031,10466,11285,11107,11221,11720,12859,14277,15432,15415,15754,14286,14455,15236,15653,16160,16943
"39000","Ohio","3","200","Gross domestic product (GDP) by state","37","481","   Air transportation",713,772,865,935,787,1038,1133,1290,1447,1444,1661,1569,1454,1427,1603,1562,1616,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","38","482","   Rail transportation",824,889,913,938,928,857,915,973,1054,1176,1143,1297,1140,1244,1330,1479,1561,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","39","483","   Water transportation",218,219,210,261,236,192,196,145,144,171,144,139,113,134,141,136,143,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","40","484","   Truck transportation",3940,4357,4643,4797,4703,4797,4950,5367,5774,6062,5989,5876,5189,5430,5815,6052,6165,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","41","485","   Transit and ground passenger transportation",224,239,274,358,388,408,390,391,395,443,458,467,472,450,479,489,516,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","42","486","   Pipeline transportation",74,105,106,91,114,139,138,144,165,189,233,278,263,255,225,236,259,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","43","487-488, 492","   Other transportation and support activities",2265,2409,2378,2711,2855,2692,2729,2956,3318,3646,3409,3658,3279,3075,3226,3217,3318,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","44","493","   Warehousing and storage",914,1042,1078,1196,1097,1098,1269,1593,1980,2302,2378,2469,2377,2441,2417,2484,2583,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","45","51","  Information",10617,11103,11309,10304,10902,12354,13076,14102,14529,14058,15041,15505,14800,14958,14704,14369,15024,14619
"39000","Ohio","3","200","Gross domestic product (GDP) by state","46","511","   Publishing industries, except Internet (includes software)",2867,2930,3660,2872,3001,3748,4098,4663,4885,4342,4936,4976,4710,4894,4875,4923,5232,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","47","512","   Motion picture and sound recording industries",425,514,629,598,600,587,693,629,501,518,502,636,666,715,704,744,844,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","48","515, 517","   Broadcasting and telecommunications",6271,6484,6208,6470,6280,6265,6422,6851,7331,7276,8292,8428,8055,7979,7736,7472,7597,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","49","518, 519","   Data processing, internet publishing, and other information services",1053,1175,812,364,1021,1755,1863,1959,1813,1922,1311,1464,1369,1369,1389,1231,1352,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","50","52, 53","  Finance, insurance, real estate, rental, and leasing",54801,58048,63844,69425,74627,79932,82840,86614,90505,91658,93920,92964,93431,95976,100129,104874,111761,115251
"39000","Ohio","3","200","Gross domestic product (GDP) by state","51","52","   Finance and insurance",19605,21662,24157,27320,28853,32585,34744,38490,40935,41774,41087,38734,38632,39569,41440,44049,48219,49702
"39000","Ohio","3","200","Gross domestic product (GDP) by state","52","521-522","    Federal Reserve banks, credit intermediation, and related services",8030,8859,11356,12275,14908,19556,20974,23348,24436,24755,22611,22857,21323,20978,22104,23153,25728,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","53","523","    Securities, commodity contracts, and investments",1740,1748,1835,1881,2432,2264,2022,2104,2464,2681,2376,1604,2368,2553,2608,2960,3279,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","54","524","    Insurance carriers and related activities",9753,10830,10563,12782,11315,10487,11477,12760,13768,13990,15775,13968,14655,15536,16167,17121,18408,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","55","525","    Funds, trusts, and other financial vehicles",81,225,402,382,199,279,271,279,267,347,325,305,286,501,561,815,804,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","56","53","   Real estate and rental and leasing",35196,36386,39688,42105,45774,47347,48097,48124,49570,49884,52833,54230,54799,56407,58689,60825,63542,65549
"39000","Ohio","3","200","Gross domestic product (GDP) by state","57","531","    Real estate",31672,32755,35649,37724,41030,42595,43790,44194,45596,45416,48581,49666,50473,52150,54338,56301,58686,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","58","532-533","    Rental and leasing services and lessors of intangible assets",3524,3630,4038,4382,4744,4752,4307,3931,3974,4468,4252,4564,4326,4256,4350,4524,4856,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","59","54, 55, 56","  Professional and business services",30279,32620,34778,36938,38930,40850,42736,45515,48577,51486,54427,57464,54256,56558,60044,64915,67510,72027
"39000","Ohio","3","200","Gross domestic product (GDP) by state","60","54","   Professional, scientific, and technical services",15364,16595,17930,18803,19889,20398,20691,21573,22423,23840,25298,27450,26233,26667,28431,28390,29248,30617
"39000","Ohio","3","200","Gross domestic product (GDP) by state","61","5411","    Legal services",3038,3370,3527,3736,4066,4261,4439,4574,4570,4752,5013,5627,5076,4828,5056,5114,5111,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","62","5415","    Computer systems design and related services",2371,2898,3117,3052,3415,3276,3530,3692,4001,4511,5206,5572,5666,5873,6506,6004,6296,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","63","5412-5414, 5416-5419","    Miscellaneous professional, scientific, and technical services",9955,10327,11287,12015,12408,12861,12722,13307,13852,14578,15080,16252,15492,15966,16869,17272,17841,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","64","55","   Management of companies and enterprises",6220,6883,7004,7663,8335,9519,10261,11286,12490,13586,13926,14414,13484,14628,15482,19237,20023,22062
"39000","Ohio","3","200","Gross domestic product (GDP) by state","65","56","   Administrative and waste management services",8695,9142,9843,10473,10706,10934,11783,12656,13664,14060,15203,15599,14539,15264,16131,17288,18238,19348
"39000","Ohio","3","200","Gross domestic product (GDP) by state","66","561","    Administrative and support services",7723,8158,8796,9379,9488,9620,10301,11219,12237,12773,13903,14296,13218,13708,14739,15812,16503,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","67","562","    Waste management and remediation services",972,983,1048,1093,1218,1314,1482,1437,1427,1287,1300,1303,1321,1556,1392,1476,1736,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","68","61, 62","  Educational services, health care, and social assistance",24449,25494,26816,28426,30882,32951,35004,37400,38906,41823,42823,45313,47054,47899,49304,51024,53193,55215
"39000","Ohio","3","200","Gross domestic product (GDP) by state","69","61","   Educational services",2201,2257,2450,2628,2783,2923,3152,3444,3585,3914,4048,4322,4649,4761,4900,4902,4861,4975
"39000","Ohio","3","200","Gross domestic product (GDP) by state","70","62","   Health care and social assistance",22249,23237,24366,25798,28099,30028,31853,33957,35321,37909,38775,40991,42405,43137,44404,46122,48332,50239
"39000","Ohio","3","200","Gross domestic product (GDP) by state","71","621","    Ambulatory health care services",9795,10296,10783,11549,12573,13383,13917,14783,15477,16478,16770,17645,18356,18629,19244,20290,21014,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","72","622-623","    Hospitals and nursing and residential care facilities",11233,11591,12084,12630,13669,14687,15810,16975,17493,18859,19314,20453,21101,21496,22119,22763,24034,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","73","624","    Social assistance",1220,1349,1499,1619,1856,1957,2125,2198,2351,2572,2691,2894,2949,3012,3040,3069,3284,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","74","71, 72","  Arts, entertainment, recreation, accommodation, and food services",9933,10388,11283,12035,12217,12811,13378,14027,14246,14557,15098,14858,14806,15203,15566,16835,17749,18813
"39000","Ohio","3","200","Gross domestic product (GDP) by state","75","71","   Arts, entertainment, and recreation",2547,2573,2858,3034,3053,3212,3378,3474,3548,3679,3866,3827,3831,3968,3965,4490,4945,5440
"39000","Ohio","3","200","Gross domestic product (GDP) by state","76","711-712","    Performing arts, spectator sports, museums, and related activities",1134,1182,1387,1444,1645,1781,1894,1918,1986,2136,2232,2258,2299,2316,2241,2429,2578,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","77","713","    Amusements, gambling, and recreation industries",1413,1391,1471,1591,1408,1431,1484,1556,1562,1544,1634,1569,1532,1652,1724,2060,2367,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","78","72","   Accommodation and food services",7386,7815,8425,9001,9164,9599,10000,10553,10697,10878,11232,11032,10975,11236,11601,12345,12803,13373
"39000","Ohio","3","200","Gross domestic product (GDP) by state","79","721","    Accommodation",1258,1330,1448,1555,1453,1528,1545,1640,1653,1672,1772,1732,1495,1562,1671,1808,1914,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","80","722","    Food services and drinking places",6128,6485,6977,7446,7711,8071,8455,8913,9044,9206,9460,9299,9480,9674,9930,10537,10889,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","81","81","  Other services, except government",8690,9334,9705,10275,9976,10560,10421,10831,10789,10977,10924,10662,10416,10521,10836,11392,11823,12327
"39000","Ohio","3","200","Gross domestic product (GDP) by state","82","92"," Government",38877,40202,41770,44576,46562,48244,50277,52677,54243,55826,57950,60063,61138,63897,63991,65057,65234,65706
"39000","Ohio","3","200","Gross domestic product (GDP) by state","83","...","  Federal civilian",6259,6401,6624,7063,7105,7470,7762,8084,8293,8567,8922,9111,9348,10138,10201,10112,9706,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","84","...","  Federal military",2568,2482,2539,2628,2680,2996,3348,3457,3630,3613,3682,3981,4240,4368,4465,4535,4572,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","85","...","  State and local",30050,31318,32607,34885,36777,37778,39166,41137,42319,43646,45346,46971,47550,49390,49325,50410,50956,"(NA)"
"39000","Ohio","3","200","Gross domestic product (GDP) by state","86","11, 21","Natural resources and mining",3943,3530,2850,3535,3328,3312,3697,4752,4626,5148,5688,6517,6623,6537,8540,7158,8592,9433
"39000","Ohio","3","200","Gross domestic product (GDP) by state","87","42, 44-45","Trade",46037,49043,50097,51863,52026,52515,55013,57343,60269,61713,62541,62365,59699,61696,63821,66685,68957,71792
"39000","Ohio","3","200","Gross domestic product (GDP) by state","88","...","Transportation and utilities",16903,17192,18273,18680,18522,18159,18547,19820,21102,23168,24205,24637,23703,24321,25113,28411,29448,30378
"39000","Ohio","3","200","Gross domestic product (GDP) by state","89","...","Private goods-producing industries",101597,106850,106737,108980,101982,103621,105002,112512,115031,116960,117378,109848,98287,103366,116890,118535,122147,127134
"39000","Ohio","3","200","Gross domestic product (GDP) by state","90","...","Private services-providing industries",201709,213221,226106,237947,248081,260132,271016,285653,298923,309441,318979,323768,318165,327132,339517,358505,375464,390421
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","1","...","All industry total",79527,81533,85368,92083,97682,99532,106105,114160,125106,136804,144254,157524,143500,152122,162118,169346,176398,183501
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","2","..."," Private industries",66653,68207,71257,77169,81776,82704,88581,95764,105479,116060,122153,134104,119060,125225,135402,142954,149082,155846
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","3","11","  Agriculture, forestry, fishing, and hunting",1545,1273,1421,1608,1496,1719,1842,2459,2362,1875,1844,2022,1243,2240,2579,3133,2782,2769
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","4","111-112","   Farms",1387,1118,1260,1441,1339,1563,1669,2271,2164,1642,1625,1802,1021,1981,2332,2874,2531,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","5","113-115","   Forestry, fishing, and related activities",158,155,160,168,157,157,173,188,198,233,219,221,221,259,246,259,251,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","6","21","  Mining",3658,2715,2909,4591,6014,5631,8101,10627,15248,18621,21576,28151,17348,19919,23315,20984,25117,27238
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","7","211","   Oil and gas extraction",2841,1849,2061,3471,4198,4116,6366,8637,12711,14574,17037,22752,13791,16021,18160,15721,19609,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","8","212","   Mining, except oil and gas",115,157,173,181,198,207,226,240,286,326,363,392,457,437,503,420,480,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","9","213","   Support activities for mining",702,709,675,938,1619,1308,1508,1751,2251,3721,4177,5007,3100,3460,4652,4843,5028,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","10","22","  Utilities",2082,1993,2171,2302,2533,2284,2449,2643,2648,3112,3243,3465,3367,3664,3675,4271,4606,5893
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","11","23","  Construction",3002,3144,3442,3793,4135,4058,4242,4516,4989,5389,5433,5498,5491,5715,5948,6640,7259,7293
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","12","31-33","  Manufacturing",12478,12037,12420,12830,12535,11643,12740,12795,14003,16306,16113,18680,15468,14234,16105,18106,16958,17536
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","13","...","   Durable goods manufacturing",8018,8136,7981,8062,8055,7368,7438,7782,8438,9042,9631,10113,8308,8081,8988,9506,9869,10440
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","14","321","    Wood products manufacturing",187,157,211,175,216,193,207,217,272,233,169,165,152,144,142,172,183,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","15","327","    Nonmetallic mineral products manufacturing",547,619,692,701,619,624,653,711,757,865,793,694,735,728,709,674,692,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","16","331","    Primary metals manufacturing",233,244,198,234,223,171,234,368,297,434,343,461,263,278,339,407,365,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","17","332","    Fabricated metal products",1523,1712,1714,1500,1636,1621,1497,1568,1656,1988,2057,2201,1878,1819,2135,2450,2421,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","18","333","    Machinery manufacturing",1737,1842,1528,1816,2070,1616,1575,1944,2427,2448,3463,3664,2896,2454,2995,3207,3788,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","19","334","    Computer and electronic products manufacturing",1409,1155,1245,1088,1006,340,432,357,479,500,493,661,539,834,807,817,726,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","20","335","    Electrical equipment, appliance, and components manufacturing",196,326,143,161,205,257,233,144,194,252,262,334,314,292,236,292,211,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","21","3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing",1454,1393,1563,1719,1373,1821,1889,1661,1430,1280,921,738,325,604,672,705,698,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","22","3364-3366, 3369","    Other transportation equipment manufacturing",359,329,328,304,323,276,249,375,469,556,565,645,778,526,558,349,434,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","23","337","    Furniture and related products manufacturing",127,126,120,111,98,139,138,122,129,138,148,151,76,62,80,90,94,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","24","339","    Miscellaneous manufacturing",246,232,239,252,286,308,330,316,328,349,417,398,352,342,314,343,258,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","25","...","   Nondurable goods manufacturing",4460,3900,4439,4768,4480,4275,5302,5012,5565,7263,6481,8566,7160,6152,7117,8600,7089,7096
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","26","311-312","    Food and beverage and tobacco products manufacturing",863,897,1115,1333,1338,1282,1625,1284,1440,1530,1419,1724,1731,1799,1612,1611,1616,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","27","313-314","    Textile mills and textile product mills",53,50,45,35,26,31,21,26,26,27,27,29,29,28,27,37,40,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","28","315-316","    Apparel and leather and allied products manufacturing",114,165,185,164,141,364,334,207,172,141,147,134,117,112,107,85,85,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","29","322","    Paper products manufacturing",382,339,450,471,436,456,456,518,520,605,582,483,656,592,519,622,636,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","30","323","    Printing and related support activities",224,217,285,246,242,226,123,250,242,272,230,218,199,202,191,178,172,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","31","324","    Petroleum and coal products manufacturing",749,217,427,691,567,348,1038,1015,1779,3128,2257,4100,2551,1720,2679,3889,2357,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","32","325","    Chemical products manufacturing",1068,902,736,659,642,459,533,506,363,536,728,1014,794,772,1126,1269,1229,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","33","326","    Plastics and rubber products manufacturing",1009,1114,1197,1169,1087,1108,1171,1206,1023,1024,1092,864,1083,926,857,910,954,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","34","42","  Wholesale trade",4458,4731,4742,5028,5191,5385,5443,6018,6466,7298,7646,7931,7510,7632,8174,9091,9476,9995
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","35","44-45","  Retail trade",6057,6554,6746,7076,7297,7556,7923,8074,8573,9028,9014,8800,9220,9671,9991,10679,10847,11244
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","36","48-49","  Transportation and warehousing",2817,3279,3227,3382,3717,3398,3561,3907,4169,4535,4642,4895,4506,5156,5753,6292,6822,7078
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","37","481","   Air transportation",669,742,754,811,798,781,764,763,776,791,823,751,729,766,868,816,783,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","38","482","   Rail transportation",241,261,259,295,278,266,306,342,393,494,484,600,548,604,672,741,887,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","39","483","   Water transportation","(L)",1,1,1,1,"(L)",1,1,1,1,1,1,1,1,"(L)",1,1,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","40","484","   Truck transportation",1053,1206,1224,1288,1296,1262,1296,1391,1512,1710,1727,1682,1481,1447,1585,1791,1850,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","41","485","   Transit and ground passenger transportation",103,74,84,81,31,35,40,47,50,59,61,60,54,62,73,75,75,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","42","486","   Pipeline transportation",215,419,352,286,695,428,455,573,514,502,629,838,716,1130,1326,1560,1808,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","43","487-488, 492","   Other transportation and support activities",429,432,415,467,446,464,531,600,664,702,678,754,752,837,874,892,929,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","44","493","   Warehousing and storage",108,144,138,153,173,162,168,191,260,276,239,208,226,309,355,416,490,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","45","51","  Information",2924,3154,3083,3181,3402,3647,3570,3945,4239,4112,4242,4540,4287,4247,4156,3946,3939,3975
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","46","511","   Publishing industries, except Internet (includes software)",387,399,447,404,413,568,584,699,747,699,830,824,768,763,842,771,852,"(NA)"
"40000","Oklahoma","6","200","Gross domestic product (GDP) by state","47","512","   Motion picture and sound recording industries",91,105,133,119,119,125,118,115,88,93,98,192,220,255,192,203,210,"(NA)"
